
Parameters:
ALLOW_SOFT_PLACEMENT=True
BATCH_SIZE=64
CHECKPOINT_EVERY=40
DECAY_COEFFICIENT=2.5
DEV_SAMPLE_PERCENTAGE=0.1
DROPOUT_KEEP_PROB=0.5
EMBEDDING_DIM=25
ENABLE_WORD_EMBEDDINGS=True
EVALUATE_EVERY=40
FILTER_SIZES=3,4,5
L2_REG_LAMBDA=0.0
LOG_DEVICE_PLACEMENT=False
NUM_CHECKPOINTS=5
NUM_EPOCHS=80
NUM_FILTERS=128

Loading data...
6954
[[1 0 0 0 0]
 [1 0 0 0 0]
 [1 0 0 0 0]
 ..., 
 [0 0 0 0 1]
 [0 0 0 0 1]
 [0 0 0 0 1]]
Vocabulary Size: 46116
Train/Dev split: 6259/695
Writing to /home/sheep/bigdata/runs/1506700537

2017-09-29T10:55:39.948086: step 1, loss 4.04335, acc 0.15625, learning_rate 0.005
2017-09-29T10:55:49.508914: step 45, loss 1.80663, acc 0.484375, learning_rate 0.00419297
2017-09-29T10:55:49.689629: step 46, loss 1.84556, acc 0.40625, learning_rate 0.00417626
2017-09-29T10:55:49.877815: step 47, loss 1.93791, acc 0.3125, learning_rate 0.00415962
2017-09-29T10:55:50.057534: step 48, loss 1.93946, acc 0.3125, learning_rate 0.00414305
2017-09-29T10:55:50.241062: step 49, loss 1.95271, acc 0.28125, learning_rate 0.00412655
2017-09-29T10:55:50.453699: step 50, loss 1.58111, acc 0.421875, learning_rate 0.00411011
2017-09-29T10:55:50.640821: step 51, loss 1.68222, acc 0.375, learning_rate 0.00409375
2017-09-29T10:55:50.833825: step 52, loss 1.67513, acc 0.390625, learning_rate 0.00407744
2017-09-29T10:55:51.015809: step 53, loss 1.80464, acc 0.375, learning_rate 0.00406121
2017-09-29T10:55:51.222206: step 54, loss 1.49092, acc 0.5, learning_rate 0.00404504
2017-09-29T10:55:51.406924: step 55, loss 1.46005, acc 0.484375, learning_rate 0.00402894
2017-09-29T10:55:51.610484: step 56, loss 1.45513, acc 0.5, learning_rate 0.0040129
2017-09-29T10:55:51.817583: step 57, loss 1.49512, acc 0.53125, learning_rate 0.00399693
2017-09-29T10:55:52.026765: step 58, loss 1.80797, acc 0.421875, learning_rate 0.00398102
2017-09-29T10:55:52.210341: step 59, loss 1.62562, acc 0.46875, learning_rate 0.00396518
2017-09-29T10:55:52.394461: step 60, loss 1.58959, acc 0.359375, learning_rate 0.00394941
2017-09-29T10:55:52.581801: step 61, loss 1.37584, acc 0.46875, learning_rate 0.00393369
2017-09-29T10:55:52.769555: step 62, loss 1.53002, acc 0.484375, learning_rate 0.00391804
2017-09-29T10:55:52.947280: step 63, loss 1.60969, acc 0.453125, learning_rate 0.00390246
2017-09-29T10:55:53.128483: step 64, loss 1.20564, acc 0.59375, learning_rate 0.00388694
2017-09-29T10:55:53.310925: step 65, loss 1.51038, acc 0.453125, learning_rate 0.00387148
2017-09-29T10:55:53.501097: step 66, loss 1.43987, acc 0.53125, learning_rate 0.00385609
2017-09-29T10:55:53.698894: step 67, loss 1.26389, acc 0.59375, learning_rate 0.00384076
2017-09-29T10:55:53.880540: step 68, loss 1.31257, acc 0.5625, learning_rate 0.00382549
2017-09-29T10:55:54.066220: step 69, loss 1.55813, acc 0.421875, learning_rate 0.00381028
2017-09-29T10:55:54.247386: step 70, loss 1.4012, acc 0.53125, learning_rate 0.00379514
2017-09-29T10:55:54.429366: step 71, loss 1.48531, acc 0.421875, learning_rate 0.00378005
2017-09-29T10:55:54.623586: step 72, loss 1.25346, acc 0.484375, learning_rate 0.00376503
2017-09-29T10:55:54.832731: step 73, loss 1.39341, acc 0.515625, learning_rate 0.00375007
2017-09-29T10:55:55.038108: step 74, loss 1.59236, acc 0.46875, learning_rate 0.00373517
2017-09-29T10:55:55.239141: step 75, loss 1.21886, acc 0.5625, learning_rate 0.00372034
2017-09-29T10:55:55.427621: step 76, loss 1.70984, acc 0.40625, learning_rate 0.00370556
2017-09-29T10:55:55.609512: step 77, loss 1.28467, acc 0.515625, learning_rate 0.00369084
2017-09-29T10:55:55.792675: step 78, loss 1.4778, acc 0.515625, learning_rate 0.00367619
2017-09-29T10:55:55.982610: step 79, loss 1.44299, acc 0.546875, learning_rate 0.00366159
2017-09-29T10:55:56.177196: step 80, loss 0.954979, acc 0.59375, learning_rate 0.00364705

Evaluation:
2017-09-29T10:55:56.753785: step 80, loss 0.945986, acc 0.644604

Saved model checkpoint to /home/sheep/bigdata/runs/1506700537/checkpoints/model-80

2017-09-29T10:55:57.507359: step 81, loss 1.30753, acc 0.609375, learning_rate 0.00363257
2017-09-29T10:55:57.703099: step 82, loss 1.22572, acc 0.578125, learning_rate 0.00361815
2017-09-29T10:55:57.886819: step 83, loss 1.33587, acc 0.5, learning_rate 0.00360379
2017-09-29T10:55:58.065817: step 84, loss 1.32347, acc 0.546875, learning_rate 0.00358949
2017-09-29T10:55:58.248601: step 85, loss 1.43326, acc 0.4375, learning_rate 0.00357525
2017-09-29T10:55:58.428601: step 86, loss 1.59258, acc 0.421875, learning_rate 0.00356106
2017-09-29T10:55:58.615271: step 87, loss 1.2013, acc 0.53125, learning_rate 0.00354694
2017-09-29T10:55:58.824710: step 88, loss 1.20126, acc 0.53125, learning_rate 0.00353287
2017-09-29T10:55:59.033913: step 89, loss 1.28196, acc 0.578125, learning_rate 0.00351885
2017-09-29T10:55:59.243234: step 90, loss 1.30018, acc 0.5, learning_rate 0.0035049
2017-09-29T10:55:59.444206: step 91, loss 1.10459, acc 0.625, learning_rate 0.003491
2017-09-29T10:55:59.632654: step 92, loss 1.22288, acc 0.609375, learning_rate 0.00347716
2017-09-29T10:55:59.818795: step 93, loss 1.50023, acc 0.46875, learning_rate 0.00346338
2017-09-29T10:56:00.004917: step 94, loss 1.1018, acc 0.59375, learning_rate 0.00344965
2017-09-29T10:56:00.195133: step 95, loss 1.31815, acc 0.546875, learning_rate 0.00343597
2017-09-29T10:56:00.397271: step 96, loss 1.35492, acc 0.546875, learning_rate 0.00342236
2017-09-29T10:56:00.579328: step 97, loss 1.39682, acc 0.4375, learning_rate 0.0034088
2017-09-29T10:56:00.733853: step 98, loss 1.3977, acc 0.509804, learning_rate 0.00339529
2017-09-29T10:56:00.924395: step 99, loss 1.18649, acc 0.578125, learning_rate 0.00338184
2017-09-29T10:56:01.113370: step 100, loss 1.04929, acc 0.546875, learning_rate 0.00336844
2017-09-29T10:56:01.299907: step 101, loss 0.97798, acc 0.65625, learning_rate 0.0033551
2017-09-29T10:56:01.486546: step 102, loss 1.07343, acc 0.59375, learning_rate 0.00334182
2017-09-29T10:56:01.672899: step 103, loss 0.969135, acc 0.671875, learning_rate 0.00332858
2017-09-29T10:56:01.861490: step 104, loss 1.13599, acc 0.625, learning_rate 0.00331541
2017-09-29T10:56:02.045271: step 105, loss 0.998993, acc 0.6875, learning_rate 0.00330228
2017-09-29T10:56:02.244988: step 106, loss 1.30447, acc 0.578125, learning_rate 0.00328921
2017-09-29T10:56:02.444412: step 107, loss 1.31757, acc 0.53125, learning_rate 0.00327619
2017-09-29T10:56:02.632586: step 108, loss 1.08676, acc 0.640625, learning_rate 0.00326323
2017-09-29T10:56:02.819814: step 109, loss 1.11319, acc 0.609375, learning_rate 0.00325032
2017-09-29T10:56:03.008727: step 110, loss 0.937067, acc 0.671875, learning_rate 0.00323746
2017-09-29T10:56:03.198355: step 111, loss 0.840521, acc 0.625, learning_rate 0.00322465
2017-09-29T10:56:03.387098: step 112, loss 0.915258, acc 0.671875, learning_rate 0.0032119
2017-09-29T10:56:03.585604: step 113, loss 0.737495, acc 0.75, learning_rate 0.0031992
2017-09-29T10:56:03.773461: step 114, loss 0.850902, acc 0.6875, learning_rate 0.00318655
2017-09-29T10:56:03.964639: step 115, loss 1.03322, acc 0.59375, learning_rate 0.00317395
2017-09-29T10:56:04.158093: step 116, loss 0.986423, acc 0.671875, learning_rate 0.0031614
2017-09-29T10:56:04.351067: step 117, loss 1.02936, acc 0.671875, learning_rate 0.0031489
2017-09-29T10:56:04.540503: step 118, loss 1.00598, acc 0.625, learning_rate 0.00313646
2017-09-29T10:56:04.725397: step 119, loss 1.22567, acc 0.546875, learning_rate 0.00312407
2017-09-29T10:56:04.913292: step 120, loss 1.03473, acc 0.546875, learning_rate 0.00311172

Evaluation:
2017-09-29T10:56:05.478899: step 120, loss 0.706398, acc 0.776978

Saved model checkpoint to /home/sheep/bigdata/runs/1506700537/checkpoints/model-120

2017-09-29T10:56:06.228088: step 121, loss 1.04003, acc 0.640625, learning_rate 0.00309943
2017-09-29T10:56:06.427078: step 122, loss 0.984294, acc 0.6875, learning_rate 0.00308719
2017-09-29T10:56:06.613713: step 123, loss 0.867931, acc 0.703125, learning_rate 0.00307499
2017-09-29T10:56:06.806410: step 124, loss 0.809949, acc 0.765625, learning_rate 0.00306285
2017-09-29T10:56:06.996776: step 125, loss 0.973746, acc 0.578125, learning_rate 0.00305076
2017-09-29T10:56:07.185732: step 126, loss 0.944637, acc 0.703125, learning_rate 0.00303871
2017-09-29T10:56:07.379574: step 127, loss 0.792323, acc 0.734375, learning_rate 0.00302672
2017-09-29T10:56:07.593262: step 128, loss 1.10704, acc 0.609375, learning_rate 0.00301477
2017-09-29T10:56:07.796958: step 129, loss 1.07085, acc 0.671875, learning_rate 0.00300287
2017-09-29T10:56:08.013645: step 130, loss 1.33392, acc 0.5625, learning_rate 0.00299102
2017-09-29T10:56:08.206028: step 131, loss 0.954967, acc 0.640625, learning_rate 0.00297922
2017-09-29T10:56:08.390698: step 132, loss 0.986597, acc 0.59375, learning_rate 0.00296747
2017-09-29T10:56:08.579376: step 133, loss 1.29056, acc 0.5625, learning_rate 0.00295577
2017-09-29T10:56:08.768226: step 134, loss 0.762548, acc 0.75, learning_rate 0.00294411
2017-09-29T10:56:08.954463: step 135, loss 0.907132, acc 0.65625, learning_rate 0.0029325
2017-09-29T10:56:09.142841: step 136, loss 1.11876, acc 0.578125, learning_rate 0.00292094
2017-09-29T10:56:09.327057: step 137, loss 0.944265, acc 0.625, learning_rate 0.00290943
2017-09-29T10:56:09.525206: step 138, loss 0.584139, acc 0.859375, learning_rate 0.00289796
2017-09-29T10:56:09.711300: step 139, loss 0.848072, acc 0.6875, learning_rate 0.00288654
2017-09-29T10:56:09.900570: step 140, loss 0.916675, acc 0.671875, learning_rate 0.00287516
2017-09-29T10:56:10.084049: step 141, loss 0.94288, acc 0.5625, learning_rate 0.00286384
2017-09-29T10:56:10.277464: step 142, loss 1.08031, acc 0.59375, learning_rate 0.00285256
2017-09-29T10:56:10.470389: step 143, loss 0.851271, acc 0.65625, learning_rate 0.00284132
2017-09-29T10:56:10.660611: step 144, loss 0.905203, acc 0.625, learning_rate 0.00283013
2017-09-29T10:56:10.853531: step 145, loss 0.855578, acc 0.71875, learning_rate 0.00281899
2017-09-29T10:56:11.054930: step 146, loss 0.933611, acc 0.609375, learning_rate 0.00280789
2017-09-29T10:56:11.243301: step 147, loss 0.859615, acc 0.671875, learning_rate 0.00279684
2017-09-29T10:56:11.444459: step 148, loss 1.13909, acc 0.625, learning_rate 0.00278583
2017-09-29T10:56:11.630030: step 149, loss 0.903934, acc 0.625, learning_rate 0.00277486
2017-09-29T10:56:11.829245: step 150, loss 0.946914, acc 0.65625, learning_rate 0.00276395
2017-09-29T10:56:12.023505: step 151, loss 0.916746, acc 0.65625, learning_rate 0.00275307
2017-09-29T10:56:12.212838: step 152, loss 0.678905, acc 0.71875, learning_rate 0.00274224
2017-09-29T10:56:12.405241: step 153, loss 0.994299, acc 0.65625, learning_rate 0.00273146
2017-09-29T10:56:12.591759: step 154, loss 0.906032, acc 0.703125, learning_rate 0.00272072
2017-09-29T10:56:12.781400: step 155, loss 0.964938, acc 0.640625, learning_rate 0.00271002
2017-09-29T10:56:12.968485: step 156, loss 1.0056, acc 0.65625, learning_rate 0.00269937
2017-09-29T10:56:13.154766: step 157, loss 1.13623, acc 0.640625, learning_rate 0.00268876
2017-09-29T10:56:13.344113: step 158, loss 0.917676, acc 0.703125, learning_rate 0.00267819
2017-09-29T10:56:13.549617: step 159, loss 0.784528, acc 0.71875, learning_rate 0.00266767
2017-09-29T10:56:13.747036: step 160, loss 1.05683, acc 0.609375, learning_rate 0.00265719

Evaluation:
2017-09-29T10:56:14.299915: step 160, loss 0.630363, acc 0.753957

Saved model checkpoint to /home/sheep/bigdata/runs/1506700537/checkpoints/model-160

2017-09-29T10:56:15.029086: step 161, loss 0.783949, acc 0.734375, learning_rate 0.00264675
2017-09-29T10:56:15.216592: step 162, loss 0.687479, acc 0.75, learning_rate 0.00263635
2017-09-29T10:56:15.404048: step 163, loss 0.948262, acc 0.65625, learning_rate 0.002626
2017-09-29T10:56:15.595208: step 164, loss 0.591009, acc 0.8125, learning_rate 0.00261569
2017-09-29T10:56:15.789800: step 165, loss 0.843144, acc 0.625, learning_rate 0.00260542
2017-09-29T10:56:15.980122: step 166, loss 0.836001, acc 0.6875, learning_rate 0.0025952
2017-09-29T10:56:16.167895: step 167, loss 0.847493, acc 0.609375, learning_rate 0.00258501
2017-09-29T10:56:16.361898: step 168, loss 0.9889, acc 0.6875, learning_rate 0.00257487
2017-09-29T10:56:16.549005: step 169, loss 0.795996, acc 0.796875, learning_rate 0.00256477
2017-09-29T10:56:16.738619: step 170, loss 0.997166, acc 0.65625, learning_rate 0.0025547
2017-09-29T10:56:16.937097: step 171, loss 0.752624, acc 0.71875, learning_rate 0.00254469
2017-09-29T10:56:17.122210: step 172, loss 0.693799, acc 0.75, learning_rate 0.00253471
2017-09-29T10:56:17.309341: step 173, loss 0.924861, acc 0.640625, learning_rate 0.00252477
2017-09-29T10:56:17.499698: step 174, loss 0.848778, acc 0.703125, learning_rate 0.00251487
2017-09-29T10:56:17.687755: step 175, loss 0.930501, acc 0.71875, learning_rate 0.00250501
2017-09-29T10:56:17.881075: step 176, loss 0.837025, acc 0.671875, learning_rate 0.0024952
2017-09-29T10:56:18.063189: step 177, loss 0.993458, acc 0.671875, learning_rate 0.00248542
2017-09-29T10:56:18.260301: step 178, loss 0.754013, acc 0.6875, learning_rate 0.00247568
2017-09-29T10:56:18.451976: step 179, loss 0.946461, acc 0.65625, learning_rate 0.00246599
2017-09-29T10:56:18.638680: step 180, loss 0.864066, acc 0.65625, learning_rate 0.00245633
2017-09-29T10:56:18.831074: step 181, loss 0.547206, acc 0.828125, learning_rate 0.00244671
2017-09-29T10:56:19.018688: step 182, loss 0.962525, acc 0.65625, learning_rate 0.00243713
2017-09-29T10:56:19.213048: step 183, loss 0.969637, acc 0.625, learning_rate 0.00242759
2017-09-29T10:56:19.418724: step 184, loss 0.782117, acc 0.703125, learning_rate 0.00241809
2017-09-29T10:56:19.625420: step 185, loss 0.674231, acc 0.71875, learning_rate 0.00240863
2017-09-29T10:56:19.814205: step 186, loss 1.12972, acc 0.59375, learning_rate 0.00239921
2017-09-29T10:56:19.998983: step 187, loss 0.952056, acc 0.640625, learning_rate 0.00238982
2017-09-29T10:56:20.185579: step 188, loss 0.817605, acc 0.703125, learning_rate 0.00238048
2017-09-29T10:56:20.368584: step 189, loss 0.778531, acc 0.71875, learning_rate 0.00237117
2017-09-29T10:56:20.553492: step 190, loss 1.0536, acc 0.640625, learning_rate 0.0023619
2017-09-29T10:56:20.746932: step 191, loss 0.842999, acc 0.640625, learning_rate 0.00235267
2017-09-29T10:56:20.936775: step 192, loss 0.834211, acc 0.703125, learning_rate 0.00234347
2017-09-29T10:56:21.141184: step 193, loss 0.747199, acc 0.734375, learning_rate 0.00233431
2017-09-29T10:56:21.330690: step 194, loss 0.769319, acc 0.78125, learning_rate 0.00232519
2017-09-29T10:56:21.532195: step 195, loss 0.570246, acc 0.796875, learning_rate 0.00231611
2017-09-29T10:56:21.692415: step 196, loss 0.654588, acc 0.745098, learning_rate 0.00230707
2017-09-29T10:56:21.895510: step 197, loss 0.558593, acc 0.8125, learning_rate 0.00229806
2017-09-29T10:56:22.074367: step 198, loss 0.872561, acc 0.703125, learning_rate 0.00228908
2017-09-29T10:56:22.261299: step 199, loss 0.863267, acc 0.65625, learning_rate 0.00228015
2017-09-29T10:56:22.446091: step 200, loss 0.812584, acc 0.703125, learning_rate 0.00227125

Evaluation:
2017-09-29T10:56:22.997396: step 200, loss 0.561663, acc 0.795683

Saved model checkpoint to /home/sheep/bigdata/runs/1506700537/checkpoints/model-200

2017-09-29T10:56:23.712869: step 201, loss 0.668195, acc 0.75, learning_rate 0.00226239
2017-09-29T10:56:23.891989: step 202, loss 0.732528, acc 0.71875, learning_rate 0.00225356
2017-09-29T10:56:24.078710: step 203, loss 0.642859, acc 0.75, learning_rate 0.00224477
2017-09-29T10:56:24.260281: step 204, loss 0.608296, acc 0.796875, learning_rate 0.00223602
2017-09-29T10:56:24.446093: step 205, loss 0.6376, acc 0.71875, learning_rate 0.0022273
2017-09-29T10:56:24.630505: step 206, loss 0.780791, acc 0.703125, learning_rate 0.00221862
2017-09-29T10:56:24.813175: step 207, loss 0.598089, acc 0.796875, learning_rate 0.00220997
2017-09-29T10:56:24.995983: step 208, loss 0.818094, acc 0.65625, learning_rate 0.00220136
2017-09-29T10:56:25.182588: step 209, loss 0.725193, acc 0.703125, learning_rate 0.00219278
2017-09-29T10:56:25.365701: step 210, loss 0.783315, acc 0.75, learning_rate 0.00218424
2017-09-29T10:56:25.561150: step 211, loss 0.446808, acc 0.84375, learning_rate 0.00217573
2017-09-29T10:56:25.745752: step 212, loss 0.786463, acc 0.71875, learning_rate 0.00216726
2017-09-29T10:56:25.937230: step 213, loss 0.549893, acc 0.765625, learning_rate 0.00215882
2017-09-29T10:56:26.129581: step 214, loss 0.756776, acc 0.71875, learning_rate 0.00215041
2017-09-29T10:56:26.314442: step 215, loss 0.698699, acc 0.71875, learning_rate 0.00214204
2017-09-29T10:56:26.505629: step 216, loss 0.695576, acc 0.6875, learning_rate 0.00213371
2017-09-29T10:56:26.691917: step 217, loss 0.710375, acc 0.765625, learning_rate 0.00212541
2017-09-29T10:56:26.877240: step 218, loss 0.806156, acc 0.703125, learning_rate 0.00211714
2017-09-29T10:56:27.063488: step 219, loss 0.748319, acc 0.765625, learning_rate 0.00210891
2017-09-29T10:56:27.251937: step 220, loss 0.701044, acc 0.734375, learning_rate 0.00210071
2017-09-29T10:56:27.442726: step 221, loss 0.892798, acc 0.6875, learning_rate 0.00209254
2017-09-29T10:56:27.631613: step 222, loss 0.560927, acc 0.8125, learning_rate 0.00208441
2017-09-29T10:56:27.811484: step 223, loss 0.574383, acc 0.765625, learning_rate 0.00207631
2017-09-29T10:56:27.993975: step 224, loss 0.708204, acc 0.75, learning_rate 0.00206824
2017-09-29T10:56:28.179550: step 225, loss 0.652201, acc 0.703125, learning_rate 0.00206021
2017-09-29T10:56:28.362669: step 226, loss 0.603855, acc 0.75, learning_rate 0.00205221
2017-09-29T10:56:28.555977: step 227, loss 0.664187, acc 0.78125, learning_rate 0.00204424
2017-09-29T10:56:28.740791: step 228, loss 0.478551, acc 0.8125, learning_rate 0.0020363
2017-09-29T10:56:28.928436: step 229, loss 0.792675, acc 0.6875, learning_rate 0.0020284
2017-09-29T10:56:29.121675: step 230, loss 0.684416, acc 0.734375, learning_rate 0.00202053
2017-09-29T10:56:29.303665: step 231, loss 0.601969, acc 0.75, learning_rate 0.00201269
2017-09-29T10:56:29.491122: step 232, loss 0.777673, acc 0.75, learning_rate 0.00200488
2017-09-29T10:56:29.673611: step 233, loss 0.549356, acc 0.828125, learning_rate 0.00199711
2017-09-29T10:56:29.856577: step 234, loss 0.378381, acc 0.828125, learning_rate 0.00198936
2017-09-29T10:56:30.039404: step 235, loss 0.565426, acc 0.734375, learning_rate 0.00198165
2017-09-29T10:56:30.220896: step 236, loss 0.535472, acc 0.8125, learning_rate 0.00197397
2017-09-29T10:56:30.418028: step 237, loss 0.827211, acc 0.734375, learning_rate 0.00196632
2017-09-29T10:56:30.613091: step 238, loss 0.862557, acc 0.6875, learning_rate 0.0019587
2017-09-29T10:56:30.798250: step 239, loss 0.59001, acc 0.734375, learning_rate 0.00195112
2017-09-29T10:56:30.980169: step 240, loss 0.548979, acc 0.765625, learning_rate 0.00194356

Evaluation:
2017-09-29T10:56:31.538935: step 240, loss 0.52208, acc 0.807194

Saved model checkpoint to /home/sheep/bigdata/runs/1506700537/checkpoints/model-240

2017-09-29T10:56:32.268495: step 241, loss 0.625919, acc 0.71875, learning_rate 0.00193604
2017-09-29T10:56:32.472664: step 242, loss 0.714106, acc 0.734375, learning_rate 0.00192854
2017-09-29T10:56:32.659590: step 243, loss 0.585902, acc 0.75, learning_rate 0.00192108
2017-09-29T10:56:32.844999: step 244, loss 1.03672, acc 0.609375, learning_rate 0.00191364
2017-09-29T10:56:33.025542: step 245, loss 0.682993, acc 0.765625, learning_rate 0.00190624
2017-09-29T10:56:33.235256: step 246, loss 0.625523, acc 0.734375, learning_rate 0.00189887
2017-09-29T10:56:33.427221: step 247, loss 0.847256, acc 0.6875, learning_rate 0.00189153
2017-09-29T10:56:33.610674: step 248, loss 0.675091, acc 0.75, learning_rate 0.00188421
2017-09-29T10:56:33.800950: step 249, loss 0.695261, acc 0.734375, learning_rate 0.00187693
2017-09-29T10:56:33.987494: step 250, loss 0.651271, acc 0.765625, learning_rate 0.00186968
2017-09-29T10:56:34.169208: step 251, loss 0.48243, acc 0.78125, learning_rate 0.00186245
2017-09-29T10:56:34.356366: step 252, loss 0.931817, acc 0.65625, learning_rate 0.00185526
2017-09-29T10:56:34.537515: step 253, loss 0.616179, acc 0.75, learning_rate 0.0018481
2017-09-29T10:56:34.733707: step 254, loss 0.469139, acc 0.84375, learning_rate 0.00184096
2017-09-29T10:56:34.939067: step 255, loss 0.571222, acc 0.75, learning_rate 0.00183385
2017-09-29T10:56:35.122548: step 256, loss 0.830031, acc 0.65625, learning_rate 0.00182678
2017-09-29T10:56:35.300858: step 257, loss 0.55367, acc 0.8125, learning_rate 0.00181973
2017-09-29T10:56:35.491962: step 258, loss 0.468631, acc 0.828125, learning_rate 0.00181271
2017-09-29T10:56:35.676102: step 259, loss 0.458652, acc 0.828125, learning_rate 0.00180572
2017-09-29T10:56:35.866531: step 260, loss 0.89029, acc 0.703125, learning_rate 0.00179876
2017-09-29T10:56:36.049537: step 261, loss 0.636505, acc 0.765625, learning_rate 0.00179182
2017-09-29T10:56:36.249744: step 262, loss 0.506591, acc 0.84375, learning_rate 0.00178492
2017-09-29T10:56:36.436440: step 263, loss 0.617492, acc 0.796875, learning_rate 0.00177804
