
Parameters:
ALLOW_SOFT_PLACEMENT=True
BATCH_SIZE=64
CHECKPOINT_EVERY=40
DECAY_COEFFICIENT=2.5
DEV_SAMPLE_PERCENTAGE=0.1
DROPOUT_KEEP_PROB=0.5
EMBEDDING_DIM=1
ENABLE_WORD_EMBEDDINGS=True
EVALUATE_EVERY=40
FILTER_SIZES=3,4,5
L2_REG_LAMBDA=0.0
LOG_DEVICE_PLACEMENT=False
NUM_CHECKPOINTS=5
NUM_EPOCHS=80
NUM_FILTERS=128

Loading data...
6954
[[1 0 0 0 0]
 [1 0 0 0 0]
 [1 0 0 0 0]
 ..., 
 [0 0 0 0 1]
 [0 0 0 0 1]
 [0 0 0 0 1]]
Vocabulary Size: 46116
Train/Dev split: 6259/695
Writing to /home/sheep/repo/CNN-text-multi-class-classification/runs/1506634174

2017-09-28T16:29:36.713784: step 1, loss 1.58964, acc 0.328125, learning_rate 0.005
Saved model checkpoint to /home/sheep/repo/CNN-text-multi-class-classification/runs/1506634174/checkpoints/model-40

2017-09-28T16:29:40.762526: step 41, loss 1.45341, acc 0.328125, learning_rate 0.00426048
2017-09-28T16:29:40.841518: step 42, loss 1.37302, acc 0.5, learning_rate 0.0042435
2017-09-28T16:29:40.921807: step 43, loss 1.56949, acc 0.296875, learning_rate 0.00422659
2017-09-28T16:29:41.003011: step 44, loss 1.56022, acc 0.34375, learning_rate 0.00420974
2017-09-28T16:29:41.086091: step 45, loss 1.47108, acc 0.34375, learning_rate 0.00419297
2017-09-28T16:29:41.170179: step 46, loss 1.63457, acc 0.234375, learning_rate 0.00417626
2017-09-28T16:29:41.250595: step 47, loss 1.59246, acc 0.34375, learning_rate 0.00415962
2017-09-28T16:29:41.332023: step 48, loss 1.56759, acc 0.328125, learning_rate 0.00414305
2017-09-28T16:29:41.413526: step 49, loss 1.54887, acc 0.265625, learning_rate 0.00412655
2017-09-28T16:29:41.496746: step 50, loss 1.50826, acc 0.265625, learning_rate 0.00411011
2017-09-28T16:29:41.578446: step 51, loss 1.63575, acc 0.328125, learning_rate 0.00409375
2017-09-28T16:29:41.661619: step 52, loss 1.53512, acc 0.25, learning_rate 0.00407744
2017-09-28T16:29:41.740883: step 53, loss 1.48928, acc 0.28125, learning_rate 0.00406121
2017-09-28T16:29:41.822727: step 54, loss 1.45799, acc 0.390625, learning_rate 0.00404504
2017-09-28T16:29:41.905257: step 55, loss 1.49139, acc 0.34375, learning_rate 0.00402894
2017-09-28T16:29:41.985758: step 56, loss 1.59916, acc 0.265625, learning_rate 0.0040129
2017-09-28T16:29:42.065900: step 57, loss 1.45895, acc 0.359375, learning_rate 0.00399693
2017-09-28T16:29:42.147607: step 58, loss 1.48012, acc 0.40625, learning_rate 0.00398102
2017-09-28T16:29:42.228954: step 59, loss 1.59303, acc 0.328125, learning_rate 0.00396518
2017-09-28T16:29:42.311694: step 60, loss 1.55591, acc 0.265625, learning_rate 0.00394941
2017-09-28T16:29:42.390492: step 61, loss 1.63692, acc 0.21875, learning_rate 0.00393369
2017-09-28T16:29:42.472385: step 62, loss 1.56445, acc 0.34375, learning_rate 0.00391804
2017-09-28T16:29:42.556974: step 63, loss 1.63104, acc 0.3125, learning_rate 0.00390246
2017-09-28T16:29:42.636236: step 64, loss 1.47676, acc 0.40625, learning_rate 0.00388694
2017-09-28T16:29:42.717089: step 65, loss 1.47251, acc 0.40625, learning_rate 0.00387148
2017-09-28T16:29:42.800121: step 66, loss 1.4759, acc 0.359375, learning_rate 0.00385609
2017-09-28T16:29:42.885052: step 67, loss 1.63289, acc 0.25, learning_rate 0.00384076
2017-09-28T16:29:42.967607: step 68, loss 1.45245, acc 0.390625, learning_rate 0.00382549
2017-09-28T16:29:43.051154: step 69, loss 1.53995, acc 0.34375, learning_rate 0.00381028
2017-09-28T16:29:43.132343: step 70, loss 1.58707, acc 0.3125, learning_rate 0.00379514
2017-09-28T16:29:43.212279: step 71, loss 1.50953, acc 0.359375, learning_rate 0.00378005
2017-09-28T16:29:43.292756: step 72, loss 1.46924, acc 0.3125, learning_rate 0.00376503
2017-09-28T16:29:43.373537: step 73, loss 1.61301, acc 0.28125, learning_rate 0.00375007
2017-09-28T16:29:43.456304: step 74, loss 1.50335, acc 0.328125, learning_rate 0.00373517
2017-09-28T16:29:43.538375: step 75, loss 1.36629, acc 0.453125, learning_rate 0.00372034
2017-09-28T16:29:43.620237: step 76, loss 1.4959, acc 0.328125, learning_rate 0.00370556
2017-09-28T16:29:43.702549: step 77, loss 1.49788, acc 0.328125, learning_rate 0.00369084
2017-09-28T16:29:43.786510: step 78, loss 1.36227, acc 0.390625, learning_rate 0.00367619
2017-09-28T16:29:43.869110: step 79, loss 1.55027, acc 0.34375, learning_rate 0.00366159
2017-09-28T16:29:43.951082: step 80, loss 1.43316, acc 0.4375, learning_rate 0.00364705

Evaluation:
2017-09-28T16:29:44.236650: step 80, loss 1.47851, acc 0.332374

Saved model checkpoint to /home/sheep/repo/CNN-text-multi-class-classification/runs/1506634174/checkpoints/model-80

2017-09-28T16:29:44.799809: step 81, loss 1.51635, acc 0.34375, learning_rate 0.00363257
2017-09-28T16:29:44.879959: step 82, loss 1.49667, acc 0.3125, learning_rate 0.00361815
2017-09-28T16:29:44.962967: step 83, loss 1.57261, acc 0.296875, learning_rate 0.00360379
2017-09-28T16:29:45.044988: step 84, loss 1.45007, acc 0.46875, learning_rate 0.00358949
2017-09-28T16:29:45.127844: step 85, loss 1.52634, acc 0.328125, learning_rate 0.00357525
2017-09-28T16:29:45.210892: step 86, loss 1.47273, acc 0.40625, learning_rate 0.00356106
2017-09-28T16:29:45.292736: step 87, loss 1.43754, acc 0.421875, learning_rate 0.00354694
2017-09-28T16:29:45.376805: step 88, loss 1.55287, acc 0.375, learning_rate 0.00353287
2017-09-28T16:29:45.458185: step 89, loss 1.48459, acc 0.328125, learning_rate 0.00351885
2017-09-28T16:29:45.541826: step 90, loss 1.5101, acc 0.296875, learning_rate 0.0035049
2017-09-28T16:29:45.626396: step 91, loss 1.36437, acc 0.453125, learning_rate 0.003491
2017-09-28T16:29:45.707558: step 92, loss 1.51922, acc 0.359375, learning_rate 0.00347716
2017-09-28T16:29:45.788832: step 93, loss 1.57237, acc 0.34375, learning_rate 0.00346338
2017-09-28T16:29:45.870012: step 94, loss 1.56522, acc 0.359375, learning_rate 0.00344965
2017-09-28T16:29:45.952850: step 95, loss 1.54683, acc 0.390625, learning_rate 0.00343597
2017-09-28T16:29:46.034228: step 96, loss 1.4585, acc 0.375, learning_rate 0.00342236
2017-09-28T16:29:46.112593: step 97, loss 1.57792, acc 0.28125, learning_rate 0.0034088
2017-09-28T16:29:46.178502: step 98, loss 1.41968, acc 0.352941, learning_rate 0.00339529
2017-09-28T16:29:46.258182: step 99, loss 1.49183, acc 0.28125, learning_rate 0.00338184
2017-09-28T16:29:46.341427: step 100, loss 1.43497, acc 0.421875, learning_rate 0.00336844
2017-09-28T16:29:46.424755: step 101, loss 1.49541, acc 0.34375, learning_rate 0.0033551
2017-09-28T16:29:46.506561: step 102, loss 1.45721, acc 0.4375, learning_rate 0.00334182
2017-09-28T16:29:46.588315: step 103, loss 1.37875, acc 0.453125, learning_rate 0.00332858
2017-09-28T16:29:46.671016: step 104, loss 1.36943, acc 0.4375, learning_rate 0.00331541
2017-09-28T16:29:46.752764: step 105, loss 1.35018, acc 0.453125, learning_rate 0.00330228
2017-09-28T16:29:46.836375: step 106, loss 1.5592, acc 0.296875, learning_rate 0.00328921
2017-09-28T16:29:46.917336: step 107, loss 1.6014, acc 0.390625, learning_rate 0.00327619
2017-09-28T16:29:47.001082: step 108, loss 1.49199, acc 0.390625, learning_rate 0.00326323
2017-09-28T16:29:47.080629: step 109, loss 1.61112, acc 0.296875, learning_rate 0.00325032
2017-09-28T16:29:47.163147: step 110, loss 1.40423, acc 0.453125, learning_rate 0.00323746
2017-09-28T16:29:47.245302: step 111, loss 1.39494, acc 0.453125, learning_rate 0.00322465
2017-09-28T16:29:47.325746: step 112, loss 1.49918, acc 0.390625, learning_rate 0.0032119
2017-09-28T16:29:47.407762: step 113, loss 1.50673, acc 0.375, learning_rate 0.0031992
2017-09-28T16:29:47.489602: step 114, loss 1.43922, acc 0.46875, learning_rate 0.00318655
2017-09-28T16:29:47.574068: step 115, loss 1.58394, acc 0.34375, learning_rate 0.00317395
2017-09-28T16:29:47.658986: step 116, loss 1.37756, acc 0.484375, learning_rate 0.0031614
2017-09-28T16:29:47.740904: step 117, loss 1.57596, acc 0.265625, learning_rate 0.0031489
2017-09-28T16:29:47.823037: step 118, loss 1.36065, acc 0.5, learning_rate 0.00313646
2017-09-28T16:29:47.901924: step 119, loss 1.54254, acc 0.3125, learning_rate 0.00312407
2017-09-28T16:29:47.982098: step 120, loss 1.45849, acc 0.40625, learning_rate 0.00311172

Evaluation:
2017-09-28T16:29:48.266721: step 120, loss 1.4017, acc 0.497842

Saved model checkpoint to /home/sheep/repo/CNN-text-multi-class-classification/runs/1506634174/checkpoints/model-120

2017-09-28T16:29:48.827750: step 121, loss 1.48964, acc 0.390625, learning_rate 0.00309943
2017-09-28T16:29:48.910615: step 122, loss 1.38214, acc 0.484375, learning_rate 0.00308719
2017-09-28T16:29:48.992598: step 123, loss 1.42837, acc 0.4375, learning_rate 0.00307499
2017-09-28T16:29:49.073923: step 124, loss 1.30783, acc 0.546875, learning_rate 0.00306285
2017-09-28T16:29:49.157215: step 125, loss 1.47632, acc 0.328125, learning_rate 0.00305076
2017-09-28T16:29:49.239118: step 126, loss 1.36287, acc 0.4375, learning_rate 0.00303871
2017-09-28T16:29:49.318539: step 127, loss 1.41373, acc 0.359375, learning_rate 0.00302672
2017-09-28T16:29:49.398770: step 128, loss 1.40801, acc 0.359375, learning_rate 0.00301477
2017-09-28T16:29:49.480354: step 129, loss 1.47233, acc 0.328125, learning_rate 0.00300287
2017-09-28T16:29:49.563247: step 130, loss 1.58246, acc 0.328125, learning_rate 0.00299102
2017-09-28T16:29:49.646390: step 131, loss 1.30473, acc 0.578125, learning_rate 0.00297922
2017-09-28T16:29:49.730482: step 132, loss 1.36791, acc 0.484375, learning_rate 0.00296747
2017-09-28T16:29:49.813775: step 133, loss 1.49495, acc 0.359375, learning_rate 0.00295577
2017-09-28T16:29:49.897511: step 134, loss 1.38466, acc 0.53125, learning_rate 0.00294411
2017-09-28T16:29:49.981853: step 135, loss 1.35515, acc 0.46875, learning_rate 0.0029325
2017-09-28T16:29:50.063856: step 136, loss 1.56088, acc 0.328125, learning_rate 0.00292094
2017-09-28T16:29:50.147660: step 137, loss 1.33184, acc 0.46875, learning_rate 0.00290943
2017-09-28T16:29:50.227258: step 138, loss 1.29752, acc 0.546875, learning_rate 0.00289796
2017-09-28T16:29:50.309660: step 139, loss 1.27334, acc 0.5625, learning_rate 0.00288654
2017-09-28T16:29:50.392636: step 140, loss 1.37668, acc 0.53125, learning_rate 0.00287516
2017-09-28T16:29:50.475041: step 141, loss 1.37297, acc 0.421875, learning_rate 0.00286384
2017-09-28T16:29:50.558923: step 142, loss 1.37597, acc 0.5, learning_rate 0.00285256
2017-09-28T16:29:50.652978: step 143, loss 1.24812, acc 0.578125, learning_rate 0.00284132
2017-09-28T16:29:50.733426: step 144, loss 1.45095, acc 0.421875, learning_rate 0.00283013
2017-09-28T16:29:50.818910: step 145, loss 1.35289, acc 0.390625, learning_rate 0.00281899
2017-09-28T16:29:50.901953: step 146, loss 1.49229, acc 0.390625, learning_rate 0.00280789
2017-09-28T16:29:50.983166: step 147, loss 1.28226, acc 0.515625, learning_rate 0.00279684
2017-09-28T16:29:51.064397: step 148, loss 1.30314, acc 0.5, learning_rate 0.00278583
2017-09-28T16:29:51.145026: step 149, loss 1.32766, acc 0.5, learning_rate 0.00277486
2017-09-28T16:29:51.228567: step 150, loss 1.38702, acc 0.4375, learning_rate 0.00276395
2017-09-28T16:29:51.310595: step 151, loss 1.34518, acc 0.515625, learning_rate 0.00275307
2017-09-28T16:29:51.389399: step 152, loss 1.2143, acc 0.53125, learning_rate 0.00274224
2017-09-28T16:29:51.470146: step 153, loss 1.39663, acc 0.484375, learning_rate 0.00273146
2017-09-28T16:29:51.552333: step 154, loss 1.31047, acc 0.515625, learning_rate 0.00272072
2017-09-28T16:29:51.636408: step 155, loss 1.28381, acc 0.515625, learning_rate 0.00271002
2017-09-28T16:29:51.717588: step 156, loss 1.29511, acc 0.421875, learning_rate 0.00269937
2017-09-28T16:29:51.797669: step 157, loss 1.44321, acc 0.453125, learning_rate 0.00268876
2017-09-28T16:29:51.877321: step 158, loss 1.23143, acc 0.609375, learning_rate 0.00267819
2017-09-28T16:29:51.959650: step 159, loss 1.28756, acc 0.515625, learning_rate 0.00266767
2017-09-28T16:29:52.045305: step 160, loss 1.48758, acc 0.375, learning_rate 0.00265719

Evaluation:
2017-09-28T16:29:52.328013: step 160, loss 1.29603, acc 0.497842

Saved model checkpoint to /home/sheep/repo/CNN-text-multi-class-classification/runs/1506634174/checkpoints/model-160

2017-09-28T16:29:52.895027: step 161, loss 1.26324, acc 0.5625, learning_rate 0.00264675
2017-09-28T16:29:52.976252: step 162, loss 1.19085, acc 0.625, learning_rate 0.00263635
2017-09-28T16:29:53.058915: step 163, loss 1.27635, acc 0.546875, learning_rate 0.002626
2017-09-28T16:29:53.141207: step 164, loss 1.36817, acc 0.53125, learning_rate 0.00261569
2017-09-28T16:29:53.220630: step 165, loss 1.28428, acc 0.546875, learning_rate 0.00260542
2017-09-28T16:29:53.302513: step 166, loss 1.37944, acc 0.515625, learning_rate 0.0025952
2017-09-28T16:29:53.386146: step 167, loss 1.31697, acc 0.515625, learning_rate 0.00258501
2017-09-28T16:29:53.469632: step 168, loss 1.36852, acc 0.453125, learning_rate 0.00257487
2017-09-28T16:29:53.550117: step 169, loss 1.30961, acc 0.484375, learning_rate 0.00256477
2017-09-28T16:29:53.635114: step 170, loss 1.1906, acc 0.578125, learning_rate 0.0025547
2017-09-28T16:29:53.717426: step 171, loss 1.25708, acc 0.484375, learning_rate 0.00254469
2017-09-28T16:29:53.800451: step 172, loss 1.22986, acc 0.625, learning_rate 0.00253471
2017-09-28T16:29:53.882358: step 173, loss 1.48081, acc 0.421875, learning_rate 0.00252477
2017-09-28T16:29:53.962620: step 174, loss 1.24924, acc 0.578125, learning_rate 0.00251487
2017-09-28T16:29:54.041859: step 175, loss 1.27179, acc 0.53125, learning_rate 0.00250501
2017-09-28T16:29:54.125499: step 176, loss 1.23522, acc 0.5625, learning_rate 0.0024952
2017-09-28T16:29:54.208279: step 177, loss 1.33434, acc 0.5, learning_rate 0.00248542
2017-09-28T16:29:54.292018: step 178, loss 1.31269, acc 0.546875, learning_rate 0.00247568
2017-09-28T16:29:54.377327: step 179, loss 1.23441, acc 0.5625, learning_rate 0.00246599
2017-09-28T16:29:54.462137: step 180, loss 1.41997, acc 0.4375, learning_rate 0.00245633
2017-09-28T16:29:54.544084: step 181, loss 1.1562, acc 0.578125, learning_rate 0.00244671
2017-09-28T16:29:54.628504: step 182, loss 1.37676, acc 0.453125, learning_rate 0.00243713
2017-09-28T16:29:54.711030: step 183, loss 1.31664, acc 0.484375, learning_rate 0.00242759
2017-09-28T16:29:54.793371: step 184, loss 1.2404, acc 0.546875, learning_rate 0.00241809
2017-09-28T16:29:54.875012: step 185, loss 1.15611, acc 0.5625, learning_rate 0.00240863
2017-09-28T16:29:54.957523: step 186, loss 1.36511, acc 0.515625, learning_rate 0.00239921
2017-09-28T16:29:55.041905: step 187, loss 1.35285, acc 0.484375, learning_rate 0.00238982
2017-09-28T16:29:55.125376: step 188, loss 1.18159, acc 0.609375, learning_rate 0.00238048
2017-09-28T16:29:55.207872: step 189, loss 1.12837, acc 0.59375, learning_rate 0.00237117
2017-09-28T16:29:55.290840: step 190, loss 1.49554, acc 0.46875, learning_rate 0.0023619
2017-09-28T16:29:55.374392: step 191, loss 1.2007, acc 0.578125, learning_rate 0.00235267
2017-09-28T16:29:55.458886: step 192, loss 1.33138, acc 0.5, learning_rate 0.00234347
2017-09-28T16:29:55.539619: step 193, loss 1.1948, acc 0.546875, learning_rate 0.00233431
2017-09-28T16:29:55.621394: step 194, loss 1.09248, acc 0.609375, learning_rate 0.00232519
2017-09-28T16:29:55.708954: step 195, loss 1.18211, acc 0.65625, learning_rate 0.00231611
2017-09-28T16:29:55.772905: step 196, loss 1.21876, acc 0.588235, learning_rate 0.00230707
2017-09-28T16:29:55.857285: step 197, loss 1.27243, acc 0.4375, learning_rate 0.00229806
2017-09-28T16:29:55.939723: step 198, loss 1.27556, acc 0.546875, learning_rate 0.00228908
2017-09-28T16:29:56.022878: step 199, loss 1.23332, acc 0.515625, learning_rate 0.00228015
2017-09-28T16:29:56.103690: step 200, loss 1.26828, acc 0.5625, learning_rate 0.00227125

Evaluation:
2017-09-28T16:29:56.389324: step 200, loss 1.15616, acc 0.569784

Saved model checkpoint to /home/sheep/repo/CNN-text-multi-class-classification/runs/1506634174/checkpoints/model-200

2017-09-28T16:29:56.956728: step 201, loss 1.18193, acc 0.546875, learning_rate 0.00226239
2017-09-28T16:29:57.037578: step 202, loss 1.35754, acc 0.46875, learning_rate 0.00225356
2017-09-28T16:29:57.118012: step 203, loss 1.23263, acc 0.5625, learning_rate 0.00224477
2017-09-28T16:29:57.201188: step 204, loss 1.16915, acc 0.546875, learning_rate 0.00223602
2017-09-28T16:29:57.283355: step 205, loss 1.23743, acc 0.484375, learning_rate 0.0022273
2017-09-28T16:29:57.363942: step 206, loss 1.2159, acc 0.609375, learning_rate 0.00221862
2017-09-28T16:29:57.448314: step 207, loss 1.02728, acc 0.671875, learning_rate 0.00220997
2017-09-28T16:29:57.532402: step 208, loss 1.36869, acc 0.5, learning_rate 0.00220136
2017-09-28T16:29:57.617602: step 209, loss 1.14456, acc 0.578125, learning_rate 0.00219278
2017-09-28T16:29:57.697751: step 210, loss 1.26629, acc 0.46875, learning_rate 0.00218424
2017-09-28T16:29:57.779854: step 211, loss 1.27296, acc 0.53125, learning_rate 0.00217573
2017-09-28T16:29:57.862458: step 212, loss 1.2955, acc 0.546875, learning_rate 0.00216726
2017-09-28T16:29:57.942808: step 213, loss 1.16731, acc 0.578125, learning_rate 0.00215882
2017-09-28T16:29:58.023729: step 214, loss 1.23389, acc 0.59375, learning_rate 0.00215041
2017-09-28T16:29:58.108012: step 215, loss 1.36321, acc 0.421875, learning_rate 0.00214204
2017-09-28T16:29:58.187839: step 216, loss 1.13189, acc 0.609375, learning_rate 0.00213371
2017-09-28T16:29:58.270616: step 217, loss 1.10225, acc 0.640625, learning_rate 0.00212541
2017-09-28T16:29:58.351554: step 218, loss 1.15709, acc 0.5625, learning_rate 0.00211714
2017-09-28T16:29:58.431213: step 219, loss 1.18159, acc 0.546875, learning_rate 0.00210891
2017-09-28T16:29:58.515511: step 220, loss 1.02945, acc 0.6875, learning_rate 0.00210071
2017-09-28T16:29:58.595972: step 221, loss 1.335, acc 0.5, learning_rate 0.00209254
2017-09-28T16:29:58.678164: step 222, loss 1.10738, acc 0.609375, learning_rate 0.00208441
2017-09-28T16:29:58.760972: step 223, loss 1.04619, acc 0.640625, learning_rate 0.00207631
2017-09-28T16:29:58.841603: step 224, loss 1.08685, acc 0.59375, learning_rate 0.00206824
2017-09-28T16:29:58.924240: step 225, loss 1.1236, acc 0.59375, learning_rate 0.00206021
2017-09-28T16:29:59.007883: step 226, loss 1.14206, acc 0.53125, learning_rate 0.00205221
2017-09-28T16:29:59.093071: step 227, loss 1.05871, acc 0.65625, learning_rate 0.00204424
2017-09-28T16:29:59.174452: step 228, loss 0.99587, acc 0.671875, learning_rate 0.0020363
2017-09-28T16:29:59.257597: step 229, loss 1.27861, acc 0.53125, learning_rate 0.0020284
2017-09-28T16:29:59.340696: step 230, loss 1.25537, acc 0.53125, learning_rate 0.00202053
2017-09-28T16:29:59.426672: step 231, loss 1.2207, acc 0.53125, learning_rate 0.00201269
2017-09-28T16:29:59.509019: step 232, loss 1.297, acc 0.515625, learning_rate 0.00200488
2017-09-28T16:29:59.592016: step 233, loss 1.03799, acc 0.625, learning_rate 0.00199711
2017-09-28T16:29:59.671787: step 234, loss 0.967544, acc 0.671875, learning_rate 0.00198936
2017-09-28T16:29:59.750884: step 235, loss 1.03952, acc 0.578125, learning_rate 0.00198165
2017-09-28T16:29:59.831820: step 236, loss 1.1911, acc 0.53125, learning_rate 0.00197397
2017-09-28T16:29:59.916573: step 237, loss 1.18003, acc 0.546875, learning_rate 0.00196632
2017-09-28T16:29:59.994787: step 238, loss 1.12523, acc 0.578125, learning_rate 0.0019587
2017-09-28T16:30:00.077810: step 239, loss 1.0366, acc 0.640625, learning_rate 0.00195112
2017-09-28T16:30:00.163897: step 240, loss 1.02468, acc 0.640625, learning_rate 0.00194356

Evaluation:
2017-09-28T16:30:00.448913: step 240, loss 1.10035, acc 0.576978

Saved model checkpoint to /home/sheep/repo/CNN-text-multi-class-classification/runs/1506634174/checkpoints/model-240

2017-09-28T16:30:01.017018: step 241, loss 1.13396, acc 0.5625, learning_rate 0.00193604
2017-09-28T16:30:01.096536: step 242, loss 1.13308, acc 0.609375, learning_rate 0.00192854
2017-09-28T16:30:01.177192: step 243, loss 1.27154, acc 0.546875, learning_rate 0.00192108
2017-09-28T16:30:01.259500: step 244, loss 1.01872, acc 0.65625, learning_rate 0.00191364
2017-09-28T16:30:01.341029: step 245, loss 0.996257, acc 0.65625, learning_rate 0.00190624
2017-09-28T16:30:01.425946: step 246, loss 1.21396, acc 0.484375, learning_rate 0.00189887
2017-09-28T16:30:01.509538: step 247, loss 1.31248, acc 0.515625, learning_rate 0.00189153
2017-09-28T16:30:01.594114: step 248, loss 1.23949, acc 0.546875, learning_rate 0.00188421
2017-09-28T16:30:01.675939: step 249, loss 1.08233, acc 0.578125, learning_rate 0.00187693
2017-09-28T16:30:01.757411: step 250, loss 1.22261, acc 0.53125, learning_rate 0.00186968
2017-09-28T16:30:01.841119: step 251, loss 1.06662, acc 0.5625, learning_rate 0.00186245
2017-09-28T16:30:01.923856: step 252, loss 1.29696, acc 0.484375, learning_rate 0.00185526
2017-09-28T16:30:02.006200: step 253, loss 1.02626, acc 0.5625, learning_rate 0.0018481
2017-09-28T16:30:02.089608: step 254, loss 1.04739, acc 0.625, learning_rate 0.00184096
2017-09-28T16:30:02.167932: step 255, loss 1.21656, acc 0.5, learning_rate 0.00183385
2017-09-28T16:30:02.248846: step 256, loss 1.23003, acc 0.46875, learning_rate 0.00182678
2017-09-28T16:30:02.332044: step 257, loss 1.22537, acc 0.546875, learning_rate 0.00181973
2017-09-28T16:30:02.416356: step 258, loss 1.07256, acc 0.578125, learning_rate 0.00181271
2017-09-28T16:30:02.499879: step 259, loss 1.09437, acc 0.625, learning_rate 0.00180572
2017-09-28T16:30:02.580905: step 260, loss 1.14528, acc 0.5625, learning_rate 0.00179876
2017-09-28T16:30:02.662865: step 261, loss 1.16286, acc 0.5625, learning_rate 0.00179182
