
Parameters:
ALLOW_SOFT_PLACEMENT=True
BATCH_SIZE=64
CHECKPOINT_EVERY=40
DECAY_COEFFICIENT=2.5
DEV_SAMPLE_PERCENTAGE=0.1
DROPOUT_KEEP_PROB=0.5
EMBEDDING_DIM=25
ENABLE_WORD_EMBEDDINGS=True
EVALUATE_EVERY=40
FILTER_SIZES=3,4,5
L2_REG_LAMBDA=0.0
LOG_DEVICE_PLACEMENT=False
NUM_CHECKPOINTS=5
NUM_EPOCHS=80
NUM_FILTERS=128

Loading data...
6954
[[1 0 0 0 0]
 [1 0 0 0 0]
 [1 0 0 0 0]
 ..., 
 [0 0 0 0 1]
 [0 0 0 0 1]
 [0 0 0 0 1]]
Vocabulary Size: 1936201
Train/Dev split: 6259/695
Writing to /home/sheep/bigdata/runs/1507000132

Load glove file /home/sheep/bigdata/d7000/myglove.glove
glove file has been loaded

2017-10-02T22:12:14.712750: step 1, loss 2.57119, acc 0.171875, learning_rate 0.005
2017-10-02T22:12:52.014579: step 32, loss 1.57094, acc 0.296875, learning_rate 0.00441649
2017-10-02T22:12:53.190884: step 33, loss 1.40653, acc 0.40625, learning_rate 0.00439887
2017-10-02T22:12:54.364980: step 34, loss 1.65739, acc 0.234375, learning_rate 0.00438132
2017-10-02T22:12:55.529565: step 35, loss 1.51014, acc 0.328125, learning_rate 0.00436385
2017-10-02T22:12:56.711852: step 36, loss 1.47818, acc 0.296875, learning_rate 0.00434644
2017-10-02T22:12:57.893595: step 37, loss 1.56187, acc 0.328125, learning_rate 0.00432911
2017-10-02T22:12:59.063574: step 38, loss 1.52925, acc 0.40625, learning_rate 0.00431185
2017-10-02T22:13:00.262978: step 39, loss 1.48946, acc 0.3125, learning_rate 0.00429465
2017-10-02T22:13:01.440013: step 40, loss 1.60699, acc 0.234375, learning_rate 0.00427753

Evaluation:
2017-10-02T22:13:02.146497: step 40, loss 1.50564, acc 0.315108

Saved model checkpoint to /home/sheep/bigdata/runs/1507000132/checkpoints/model-40

2017-10-02T22:13:17.670403: step 41, loss 1.46487, acc 0.296875, learning_rate 0.00426048
2017-10-02T22:13:19.362872: step 42, loss 1.57501, acc 0.296875, learning_rate 0.0042435
2017-10-02T22:13:20.561913: step 43, loss 1.47818, acc 0.359375, learning_rate 0.00422659
2017-10-02T22:13:21.734415: step 44, loss 1.47997, acc 0.328125, learning_rate 0.00420974
2017-10-02T22:13:22.930672: step 45, loss 1.65835, acc 0.296875, learning_rate 0.00419297
2017-10-02T22:13:24.099151: step 46, loss 1.52433, acc 0.34375, learning_rate 0.00417626
2017-10-02T22:13:25.298167: step 47, loss 1.53934, acc 0.328125, learning_rate 0.00415962
2017-10-02T22:13:26.476700: step 48, loss 1.49713, acc 0.328125, learning_rate 0.00414305
2017-10-02T22:13:27.657504: step 49, loss 1.54981, acc 0.296875, learning_rate 0.00412655
2017-10-02T22:13:28.848789: step 50, loss 1.56874, acc 0.296875, learning_rate 0.00411011
2017-10-02T22:13:30.016410: step 51, loss 1.49959, acc 0.390625, learning_rate 0.00409375
2017-10-02T22:13:31.187052: step 52, loss 1.47813, acc 0.3125, learning_rate 0.00407744
2017-10-02T22:13:32.360402: step 53, loss 1.55072, acc 0.3125, learning_rate 0.00406121
2017-10-02T22:13:33.538295: step 54, loss 1.41458, acc 0.4375, learning_rate 0.00404504
2017-10-02T22:13:34.705117: step 55, loss 1.43919, acc 0.40625, learning_rate 0.00402894
2017-10-02T22:13:35.875912: step 56, loss 1.50887, acc 0.25, learning_rate 0.0040129
2017-10-02T22:13:37.045619: step 57, loss 1.55158, acc 0.234375, learning_rate 0.00399693
2017-10-02T22:13:38.228806: step 58, loss 1.45829, acc 0.4375, learning_rate 0.00398102
2017-10-02T22:13:39.412663: step 59, loss 1.48478, acc 0.34375, learning_rate 0.00396518
2017-10-02T22:13:40.601891: step 60, loss 1.50204, acc 0.359375, learning_rate 0.00394941
2017-10-02T22:13:41.852981: step 61, loss 1.50955, acc 0.34375, learning_rate 0.00393369
2017-10-02T22:13:43.010109: step 62, loss 1.40703, acc 0.40625, learning_rate 0.00391804
2017-10-02T22:13:44.128413: step 63, loss 1.59852, acc 0.3125, learning_rate 0.00390246
2017-10-02T22:13:45.315312: step 64, loss 1.4865, acc 0.3125, learning_rate 0.00388694
2017-10-02T22:13:46.491545: step 65, loss 1.60609, acc 0.25, learning_rate 0.00387148
2017-10-02T22:13:47.653104: step 66, loss 1.55266, acc 0.328125, learning_rate 0.00385609
2017-10-02T22:13:48.822468: step 67, loss 1.53849, acc 0.3125, learning_rate 0.00384076
2017-10-02T22:13:49.996817: step 68, loss 1.48197, acc 0.328125, learning_rate 0.00382549
2017-10-02T22:13:51.172613: step 69, loss 1.45297, acc 0.40625, learning_rate 0.00381028
2017-10-02T22:13:52.348516: step 70, loss 1.47082, acc 0.375, learning_rate 0.00379514
2017-10-02T22:13:53.469213: step 71, loss 1.43719, acc 0.390625, learning_rate 0.00378005
2017-10-02T22:13:54.641901: step 72, loss 1.47516, acc 0.4375, learning_rate 0.00376503
2017-10-02T22:13:55.838369: step 73, loss 1.54476, acc 0.375, learning_rate 0.00375007
2017-10-02T22:13:57.012349: step 74, loss 1.66808, acc 0.21875, learning_rate 0.00373517
2017-10-02T22:13:58.185832: step 75, loss 1.55654, acc 0.28125, learning_rate 0.00372034
2017-10-02T22:13:59.348532: step 76, loss 1.48663, acc 0.375, learning_rate 0.00370556
2017-10-02T22:14:00.509960: step 77, loss 1.59534, acc 0.171875, learning_rate 0.00369084
2017-10-02T22:14:01.674404: step 78, loss 1.48867, acc 0.390625, learning_rate 0.00367619
2017-10-02T22:14:02.852013: step 79, loss 1.52465, acc 0.3125, learning_rate 0.00366159
2017-10-02T22:14:04.090730: step 80, loss 1.66881, acc 0.15625, learning_rate 0.00364705

Evaluation:
2017-10-02T22:14:04.389183: step 80, loss 1.49146, acc 0.421583

Saved model checkpoint to /home/sheep/bigdata/runs/1507000132/checkpoints/model-80

2017-10-02T22:14:11.965059: step 81, loss 1.4219, acc 0.328125, learning_rate 0.00363257
2017-10-02T22:14:13.195057: step 82, loss 1.47961, acc 0.390625, learning_rate 0.00361815
2017-10-02T22:14:14.359251: step 83, loss 1.46475, acc 0.234375, learning_rate 0.00360379
2017-10-02T22:14:15.531700: step 84, loss 1.55405, acc 0.265625, learning_rate 0.00358949
2017-10-02T22:14:16.687798: step 85, loss 1.6169, acc 0.265625, learning_rate 0.00357525
2017-10-02T22:14:17.853783: step 86, loss 1.61272, acc 0.15625, learning_rate 0.00356106
2017-10-02T22:14:19.201570: step 87, loss 1.43589, acc 0.40625, learning_rate 0.00354694
2017-10-02T22:14:20.382395: step 88, loss 1.54488, acc 0.3125, learning_rate 0.00353287
2017-10-02T22:14:21.568794: step 89, loss 1.40249, acc 0.34375, learning_rate 0.00351885
2017-10-02T22:14:22.748383: step 90, loss 1.43798, acc 0.40625, learning_rate 0.0035049
2017-10-02T22:14:23.944582: step 91, loss 1.51394, acc 0.28125, learning_rate 0.003491
2017-10-02T22:14:25.108110: step 92, loss 1.43389, acc 0.40625, learning_rate 0.00347716
2017-10-02T22:14:26.277899: step 93, loss 1.51391, acc 0.328125, learning_rate 0.00346338
2017-10-02T22:14:27.444030: step 94, loss 1.5208, acc 0.359375, learning_rate 0.00344965
2017-10-02T22:14:28.592068: step 95, loss 1.51021, acc 0.328125, learning_rate 0.00343597
2017-10-02T22:14:29.762478: step 96, loss 1.42669, acc 0.40625, learning_rate 0.00342236
2017-10-02T22:14:30.930019: step 97, loss 1.42576, acc 0.390625, learning_rate 0.0034088
2017-10-02T22:14:32.079206: step 98, loss 1.64415, acc 0.27451, learning_rate 0.00339529
2017-10-02T22:14:33.325825: step 99, loss 1.54085, acc 0.3125, learning_rate 0.00338184
2017-10-02T22:14:34.486920: step 100, loss 1.32286, acc 0.484375, learning_rate 0.00336844
2017-10-02T22:14:35.654288: step 101, loss 1.3243, acc 0.453125, learning_rate 0.0033551
2017-10-02T22:14:36.815109: step 102, loss 1.40895, acc 0.421875, learning_rate 0.00334182
2017-10-02T22:14:37.976582: step 103, loss 1.40793, acc 0.453125, learning_rate 0.00332858
2017-10-02T22:14:39.155842: step 104, loss 1.42, acc 0.515625, learning_rate 0.00331541
2017-10-02T22:14:40.336484: step 105, loss 1.33729, acc 0.53125, learning_rate 0.00330228
2017-10-02T22:14:41.514740: step 106, loss 1.40139, acc 0.546875, learning_rate 0.00328921
2017-10-02T22:14:42.694299: step 107, loss 1.33001, acc 0.46875, learning_rate 0.00327619
2017-10-02T22:14:43.862582: step 108, loss 1.39411, acc 0.46875, learning_rate 0.00326323
2017-10-02T22:14:45.028583: step 109, loss 1.41078, acc 0.390625, learning_rate 0.00325032
2017-10-02T22:14:46.197235: step 110, loss 1.25189, acc 0.5625, learning_rate 0.00323746
2017-10-02T22:14:47.376791: step 111, loss 1.32786, acc 0.5, learning_rate 0.00322465
2017-10-02T22:14:48.552890: step 112, loss 1.32076, acc 0.5, learning_rate 0.0032119
2017-10-02T22:14:49.716729: step 113, loss 1.40893, acc 0.40625, learning_rate 0.0031992
2017-10-02T22:14:50.896205: step 114, loss 1.35843, acc 0.453125, learning_rate 0.00318655
2017-10-02T22:14:52.068919: step 115, loss 1.29178, acc 0.515625, learning_rate 0.00317395
2017-10-02T22:14:53.242654: step 116, loss 1.3068, acc 0.53125, learning_rate 0.0031614
2017-10-02T22:14:54.413784: step 117, loss 1.42188, acc 0.296875, learning_rate 0.0031489
2017-10-02T22:14:55.584580: step 118, loss 1.40828, acc 0.40625, learning_rate 0.00313646
2017-10-02T22:14:56.748710: step 119, loss 1.37331, acc 0.40625, learning_rate 0.00312407
2017-10-02T22:14:57.929832: step 120, loss 1.4248, acc 0.40625, learning_rate 0.00311172

Evaluation:
2017-10-02T22:14:58.234405: step 120, loss 1.47709, acc 0.427338

Saved model checkpoint to /home/sheep/bigdata/runs/1507000132/checkpoints/model-120

2017-10-02T22:15:05.612337: step 121, loss 1.3306, acc 0.484375, learning_rate 0.00309943
2017-10-02T22:15:07.047646: step 122, loss 1.25675, acc 0.59375, learning_rate 0.00308719
2017-10-02T22:15:08.213913: step 123, loss 1.32841, acc 0.484375, learning_rate 0.00307499
2017-10-02T22:15:09.373283: step 124, loss 1.26899, acc 0.46875, learning_rate 0.00306285
2017-10-02T22:15:10.541516: step 125, loss 1.25629, acc 0.53125, learning_rate 0.00305076
2017-10-02T22:15:11.699137: step 126, loss 1.32059, acc 0.421875, learning_rate 0.00303871
2017-10-02T22:15:12.866034: step 127, loss 1.41878, acc 0.359375, learning_rate 0.00302672
2017-10-02T22:15:14.038673: step 128, loss 1.44105, acc 0.34375, learning_rate 0.00301477
2017-10-02T22:15:15.210029: step 129, loss 1.37345, acc 0.484375, learning_rate 0.00300287
2017-10-02T22:15:16.376702: step 130, loss 1.33635, acc 0.46875, learning_rate 0.00299102
2017-10-02T22:15:17.539872: step 131, loss 1.30802, acc 0.453125, learning_rate 0.00297922
2017-10-02T22:15:18.728477: step 132, loss 1.34713, acc 0.390625, learning_rate 0.00296747
2017-10-02T22:15:19.876155: step 133, loss 1.33875, acc 0.5, learning_rate 0.00295577
2017-10-02T22:15:21.108863: step 134, loss 1.32277, acc 0.484375, learning_rate 0.00294411
2017-10-02T22:15:22.283992: step 135, loss 1.46467, acc 0.40625, learning_rate 0.0029325
2017-10-02T22:15:23.450808: step 136, loss 1.41288, acc 0.40625, learning_rate 0.00292094
2017-10-02T22:15:24.607361: step 137, loss 1.35621, acc 0.53125, learning_rate 0.00290943
2017-10-02T22:15:25.771184: step 138, loss 1.33686, acc 0.484375, learning_rate 0.00289796
2017-10-02T22:15:26.934976: step 139, loss 1.36023, acc 0.453125, learning_rate 0.00288654
2017-10-02T22:15:28.096624: step 140, loss 1.35601, acc 0.546875, learning_rate 0.00287516
2017-10-02T22:15:29.257423: step 141, loss 1.34183, acc 0.484375, learning_rate 0.00286384
2017-10-02T22:15:30.422648: step 142, loss 1.29784, acc 0.453125, learning_rate 0.00285256
2017-10-02T22:15:31.581608: step 143, loss 1.3434, acc 0.4375, learning_rate 0.00284132
2017-10-02T22:15:32.743786: step 144, loss 1.34549, acc 0.421875, learning_rate 0.00283013
2017-10-02T22:15:33.901860: step 145, loss 1.2887, acc 0.484375, learning_rate 0.00281899
2017-10-02T22:15:35.069927: step 146, loss 1.296, acc 0.5, learning_rate 0.00280789
2017-10-02T22:15:36.217916: step 147, loss 1.27794, acc 0.5, learning_rate 0.00279684
2017-10-02T22:15:37.379467: step 148, loss 1.32188, acc 0.5625, learning_rate 0.00278583
2017-10-02T22:15:38.552470: step 149, loss 1.29059, acc 0.546875, learning_rate 0.00277486
2017-10-02T22:15:39.717393: step 150, loss 1.42791, acc 0.40625, learning_rate 0.00276395
2017-10-02T22:15:40.883953: step 151, loss 1.24416, acc 0.53125, learning_rate 0.00275307
2017-10-02T22:15:42.044050: step 152, loss 1.27274, acc 0.5625, learning_rate 0.00274224
2017-10-02T22:15:43.207087: step 153, loss 1.33739, acc 0.421875, learning_rate 0.00273146
2017-10-02T22:15:44.387110: step 154, loss 1.20204, acc 0.53125, learning_rate 0.00272072
2017-10-02T22:15:45.542908: step 155, loss 1.31469, acc 0.546875, learning_rate 0.00271002
2017-10-02T22:15:46.693897: step 156, loss 1.43209, acc 0.40625, learning_rate 0.00269937
2017-10-02T22:15:47.846032: step 157, loss 1.327, acc 0.46875, learning_rate 0.00268876
2017-10-02T22:15:49.001443: step 158, loss 1.28981, acc 0.515625, learning_rate 0.00267819
2017-10-02T22:15:50.164171: step 159, loss 1.24149, acc 0.671875, learning_rate 0.00266767
2017-10-02T22:15:51.330794: step 160, loss 1.30587, acc 0.53125, learning_rate 0.00265719

Evaluation:
2017-10-02T22:15:51.657741: step 160, loss 1.46633, acc 0.464748

Saved model checkpoint to /home/sheep/bigdata/runs/1507000132/checkpoints/model-160

2017-10-02T22:15:57.921930: step 161, loss 1.19306, acc 0.59375, learning_rate 0.00264675
2017-10-02T22:15:59.120865: step 162, loss 1.3259, acc 0.546875, learning_rate 0.00263635
2017-10-02T22:16:00.286939: step 163, loss 1.32625, acc 0.484375, learning_rate 0.002626
2017-10-02T22:16:01.437020: step 164, loss 1.24899, acc 0.515625, learning_rate 0.00261569
2017-10-02T22:16:02.597852: step 165, loss 1.15955, acc 0.625, learning_rate 0.00260542
2017-10-02T22:16:03.761933: step 166, loss 1.27832, acc 0.5625, learning_rate 0.0025952
2017-10-02T22:16:04.927672: step 167, loss 1.21348, acc 0.53125, learning_rate 0.00258501
2017-10-02T22:16:06.092288: step 168, loss 1.34741, acc 0.484375, learning_rate 0.00257487
2017-10-02T22:16:07.248192: step 169, loss 1.26398, acc 0.484375, learning_rate 0.00256477
2017-10-02T22:16:08.406156: step 170, loss 1.25713, acc 0.5625, learning_rate 0.0025547
2017-10-02T22:16:09.580571: step 171, loss 1.31642, acc 0.421875, learning_rate 0.00254469
2017-10-02T22:16:10.743776: step 172, loss 1.33729, acc 0.390625, learning_rate 0.00253471
2017-10-02T22:16:11.914421: step 173, loss 1.36676, acc 0.4375, learning_rate 0.00252477
2017-10-02T22:16:13.075623: step 174, loss 1.32061, acc 0.46875, learning_rate 0.00251487
2017-10-02T22:16:14.233868: step 175, loss 1.33332, acc 0.46875, learning_rate 0.00250501
2017-10-02T22:16:15.415523: step 176, loss 1.3857, acc 0.53125, learning_rate 0.0024952
2017-10-02T22:16:16.572645: step 177, loss 1.23613, acc 0.5625, learning_rate 0.00248542
2017-10-02T22:16:17.732456: step 178, loss 1.26125, acc 0.53125, learning_rate 0.00247568
2017-10-02T22:16:18.895429: step 179, loss 1.25857, acc 0.59375, learning_rate 0.00246599
2017-10-02T22:16:20.066927: step 180, loss 1.2092, acc 0.546875, learning_rate 0.00245633
2017-10-02T22:16:21.229601: step 181, loss 1.3018, acc 0.5, learning_rate 0.00244671
2017-10-02T22:16:22.382338: step 182, loss 1.4197, acc 0.375, learning_rate 0.00243713
2017-10-02T22:16:23.536949: step 183, loss 1.30362, acc 0.484375, learning_rate 0.00242759
2017-10-02T22:16:24.700167: step 184, loss 1.20605, acc 0.640625, learning_rate 0.00241809
2017-10-02T22:16:25.850862: step 185, loss 1.21561, acc 0.609375, learning_rate 0.00240863
2017-10-02T22:16:26.994591: step 186, loss 1.20935, acc 0.53125, learning_rate 0.00239921
2017-10-02T22:16:28.152916: step 187, loss 1.27724, acc 0.484375, learning_rate 0.00238982
2017-10-02T22:16:29.323567: step 188, loss 1.23587, acc 0.515625, learning_rate 0.00238048
2017-10-02T22:16:30.481782: step 189, loss 1.0907, acc 0.671875, learning_rate 0.00237117
2017-10-02T22:16:31.674039: step 190, loss 1.30438, acc 0.4375, learning_rate 0.0023619
2017-10-02T22:16:32.843351: step 191, loss 1.25591, acc 0.5625, learning_rate 0.00235267
2017-10-02T22:16:34.028495: step 192, loss 1.19647, acc 0.53125, learning_rate 0.00234347
2017-10-02T22:16:35.195292: step 193, loss 1.34794, acc 0.484375, learning_rate 0.00233431
2017-10-02T22:16:36.358513: step 194, loss 1.25751, acc 0.46875, learning_rate 0.00232519
2017-10-02T22:16:37.516378: step 195, loss 1.20138, acc 0.5625, learning_rate 0.00231611
2017-10-02T22:16:38.663089: step 196, loss 1.28862, acc 0.509804, learning_rate 0.00230707
2017-10-02T22:16:39.819140: step 197, loss 1.00144, acc 0.65625, learning_rate 0.00229806
2017-10-02T22:16:40.980338: step 198, loss 1.008, acc 0.6875, learning_rate 0.00228908
2017-10-02T22:16:42.118493: step 199, loss 0.952597, acc 0.78125, learning_rate 0.00228015
2017-10-02T22:16:43.289648: step 200, loss 0.97412, acc 0.8125, learning_rate 0.00227125

Evaluation:
2017-10-02T22:16:43.585662: step 200, loss 1.47944, acc 0.353957

Saved model checkpoint to /home/sheep/bigdata/runs/1507000132/checkpoints/model-200

2017-10-02T22:16:50.985469: step 201, loss 0.907101, acc 0.8125, learning_rate 0.00226239
2017-10-02T22:16:52.147698: step 202, loss 0.98668, acc 0.75, learning_rate 0.00225356
2017-10-02T22:16:53.311740: step 203, loss 0.879967, acc 0.828125, learning_rate 0.00224477
2017-10-02T22:16:54.484940: step 204, loss 0.940453, acc 0.734375, learning_rate 0.00223602
2017-10-02T22:16:55.641459: step 205, loss 0.976257, acc 0.671875, learning_rate 0.0022273
2017-10-02T22:16:56.781822: step 206, loss 0.843566, acc 0.703125, learning_rate 0.00221862
2017-10-02T22:16:57.952441: step 207, loss 1.01242, acc 0.65625, learning_rate 0.00220997
2017-10-02T22:16:59.120809: step 208, loss 0.900115, acc 0.734375, learning_rate 0.00220136
2017-10-02T22:17:00.290327: step 209, loss 1.08744, acc 0.5625, learning_rate 0.00219278
2017-10-02T22:17:01.443933: step 210, loss 0.977021, acc 0.765625, learning_rate 0.00218424
2017-10-02T22:17:02.613537: step 211, loss 0.946118, acc 0.765625, learning_rate 0.00217573
2017-10-02T22:17:03.769867: step 212, loss 0.905317, acc 0.703125, learning_rate 0.00216726
2017-10-02T22:17:04.940507: step 213, loss 0.976531, acc 0.71875, learning_rate 0.00215882
2017-10-02T22:17:06.093904: step 214, loss 0.862483, acc 0.84375, learning_rate 0.00215041
2017-10-02T22:17:07.266007: step 215, loss 0.905561, acc 0.84375, learning_rate 0.00214204
2017-10-02T22:17:08.438242: step 216, loss 0.917541, acc 0.890625, learning_rate 0.00213371
2017-10-02T22:17:09.611768: step 217, loss 0.933101, acc 0.8125, learning_rate 0.00212541
2017-10-02T22:17:10.787592: step 218, loss 0.872207, acc 0.8125, learning_rate 0.00211714
2017-10-02T22:17:11.938776: step 219, loss 0.871545, acc 0.8125, learning_rate 0.00210891
2017-10-02T22:17:13.104670: step 220, loss 0.876211, acc 0.734375, learning_rate 0.00210071
2017-10-02T22:17:14.273754: step 221, loss 0.836594, acc 0.75, learning_rate 0.00209254
2017-10-02T22:17:15.434842: step 222, loss 0.846838, acc 0.75, learning_rate 0.00208441
2017-10-02T22:17:16.597135: step 223, loss 0.725414, acc 0.828125, learning_rate 0.00207631
2017-10-02T22:17:17.755935: step 224, loss 0.916072, acc 0.65625, learning_rate 0.00206824
2017-10-02T22:17:18.945230: step 225, loss 0.795912, acc 0.75, learning_rate 0.00206021
2017-10-02T22:17:20.116203: step 226, loss 0.914401, acc 0.65625, learning_rate 0.00205221
2017-10-02T22:17:21.276595: step 227, loss 0.734625, acc 0.796875, learning_rate 0.00204424
2017-10-02T22:17:22.446460: step 228, loss 0.841689, acc 0.78125, learning_rate 0.0020363
2017-10-02T22:17:23.617178: step 229, loss 0.786162, acc 0.78125, learning_rate 0.0020284
2017-10-02T22:17:24.785598: step 230, loss 0.975171, acc 0.71875, learning_rate 0.00202053
2017-10-02T22:17:25.949559: step 231, loss 0.781868, acc 0.859375, learning_rate 0.00201269
2017-10-02T22:17:27.099261: step 232, loss 0.897169, acc 0.84375, learning_rate 0.00200488
2017-10-02T22:17:28.250188: step 233, loss 0.887751, acc 0.796875, learning_rate 0.00199711
2017-10-02T22:17:29.414930: step 234, loss 0.748411, acc 0.890625, learning_rate 0.00198936
2017-10-02T22:17:30.573262: step 235, loss 0.850245, acc 0.765625, learning_rate 0.00198165
2017-10-02T22:17:31.744810: step 236, loss 0.809138, acc 0.78125, learning_rate 0.00197397
2017-10-02T22:17:32.886260: step 237, loss 0.689606, acc 0.78125, learning_rate 0.00196632
2017-10-02T22:17:34.046235: step 238, loss 0.814768, acc 0.71875, learning_rate 0.0019587
2017-10-02T22:17:35.216729: step 239, loss 0.766765, acc 0.8125, learning_rate 0.00195112
2017-10-02T22:17:36.389544: step 240, loss 0.673584, acc 0.859375, learning_rate 0.00194356

Evaluation:
2017-10-02T22:17:36.711915: step 240, loss 1.42895, acc 0.456115

Saved model checkpoint to /home/sheep/bigdata/runs/1507000132/checkpoints/model-240

2017-10-02T22:17:45.536941: step 241, loss 0.890005, acc 0.6875, learning_rate 0.00193604
2017-10-02T22:17:46.747892: step 242, loss 0.755864, acc 0.828125, learning_rate 0.00192854
2017-10-02T22:17:47.912110: step 243, loss 0.926658, acc 0.640625, learning_rate 0.00192108
2017-10-02T22:17:49.067261: step 244, loss 0.759959, acc 0.78125, learning_rate 0.00191364
2017-10-02T22:17:50.233988: step 245, loss 0.668641, acc 0.90625, learning_rate 0.00190624
2017-10-02T22:17:51.381099: step 246, loss 0.695946, acc 0.859375, learning_rate 0.00189887
2017-10-02T22:17:52.542870: step 247, loss 0.822139, acc 0.796875, learning_rate 0.00189153
2017-10-02T22:17:53.712826: step 248, loss 0.732489, acc 0.84375, learning_rate 0.00188421
2017-10-02T22:17:54.866873: step 249, loss 0.736369, acc 0.78125, learning_rate 0.00187693
2017-10-02T22:17:56.028117: step 250, loss 0.782959, acc 0.71875, learning_rate 0.00186968
2017-10-02T22:17:57.186776: step 251, loss 0.773611, acc 0.8125, learning_rate 0.00186245
2017-10-02T22:17:58.357094: step 252, loss 0.713908, acc 0.828125, learning_rate 0.00185526
2017-10-02T22:17:59.525971: step 253, loss 0.731919, acc 0.828125, learning_rate 0.0018481
2017-10-02T22:18:00.689032: step 254, loss 0.690731, acc 0.828125, learning_rate 0.00184096
2017-10-02T22:18:01.849556: step 255, loss 0.786648, acc 0.8125, learning_rate 0.00183385
2017-10-02T22:18:03.006367: step 256, loss 0.618791, acc 0.90625, learning_rate 0.00182678
2017-10-02T22:18:04.168117: step 257, loss 0.731821, acc 0.84375, learning_rate 0.00181973
2017-10-02T22:18:05.379994: step 258, loss 0.81281, acc 0.84375, learning_rate 0.00181271
2017-10-02T22:18:06.545387: step 259, loss 0.731872, acc 0.859375, learning_rate 0.00180572
2017-10-02T22:18:07.713543: step 260, loss 0.666176, acc 0.859375, learning_rate 0.00179876
2017-10-02T22:18:08.881257: step 261, loss 0.685624, acc 0.859375, learning_rate 0.00179182
2017-10-02T22:18:10.049308: step 262, loss 0.67504, acc 0.90625, learning_rate 0.00178492
